IDEvento;DSEvento
1655;PLG/TRANSF DIREITOS -FALÊNCIA APROVADO(A) PUBL
1656;PLG/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1657;PLG/TRANSF DIREITOS -FALÊNCIA AVERBADO
1658;PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1659;PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROVADO PUBL
1660;PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGADO PUBL
1661;PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERBADO
1662;REQ LAV/EDITAL DISPONIBILIDADE PESQUISA PUBL
1663;CONC LAV/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1664;REQ LAV/ÁREA DISPONIBILIDADE PARA LAVRA - EDITAL PUBL
1665;CONC LAV/ÁREA DISPONIBILIDADE PARA LAVRA - EDITAL PUBL
1666;DISPONIB/TORNA S/EFEITO EDITAL DISPON-ÁREA REQ LAV PUBL
1667;DISPONIB/TORNA S/EFEITO EDITAL DISPON-ÁREA CONC LAV PUBL
1668;PLG/DOCUMENTO DIVERSO PROTOC
1669;REQ LICEN/TORNA S/EFEITO INDEFERIMENTO COM ONERAÇÃO PUBL
1670;REQ LICEN/TORNA S/EFEITO INDEFERIMENTO SEM ONERAÇÃO PUBL
1671;LICEN/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
1672;REQ PLG/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
1673;PLG/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
1674;PLG/TORNA S/EFEITO BAIXA TRANSCRIÇÃO PLG PUBL
1675;AUT PESQ/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
1676;CONC LAV/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
1677;CONC LAV/TORNA S/EFEITO BAIXA TRANSCRIÇÃO TÍTULO LAVRA PUBL
1678;DISPONIB/ARQUIVAMENTO PROCESSO PUBL
1679;REQ LAV/RAL ART PROTOC
1680;LICEN/RAL ART PROTOC
1681;AUT PESQ/RAL ANALISADO
1682;REQ LAV/RAL ANALISADO
1683;CONC LAV/RAL ANALISADO
1684;LICEN/RAL ANALISADO
1685;PLG/RAL ANALISADO
1686;REG EXT/RAL ANALISADO
1687;REQ LAV/RAL NÃO ACEITO PUBL
1688;LICEN/RAL NÃO ACEITO PUBL
1689;PLG/RAL NÃO ACEITO PUBL
1690;REG EXT/RAL NÃO ACEITO PUBL
1691;AUT PESQ/RAL AUTO DE INFRAÇÃO NÃO ENTREGA PUBL
1692;REQ LAV/RAL AUTO DE INFRAÇÃO NÃO ENTREGA PUBL
1693;CONC LAV/RAL AUTO DE INFRAÇÃO NÃO ENTREGA PUBL
1694;LICEN/RAL AUTO DE INFRAÇÃO NÃO ENTREGA PUBL
1695;PLG/RAL AUTO DE INFRAÇÃO NÃO ENTREGA PUBL
1696;AUT PESQ/RAL TORNA S/EFEITO AUTO DE INFRAÇÃO PUBL
1697;REQ LAV/RAL TORNA S/EFEITO AUTO DE INFRAÇÃO PUBL
1698;CONC LAV/RAL TORNA S/EFEITO AUTO DE INFRAÇÃO PUBL
1699;LICEN/RAL TORNA S/EFEITO AUTO DE INFRAÇÃO PUBL
1700;PLG/RAL TORNA S/EFEITO AUTO DE INFRAÇÃO PUBL
1701;AUT PESQ/RAL AUTO DE INFRAÇÃO DEFESA PROTOC
1702;REQ LAV/RAL AUTO DE INFRAÇÃO DEFESA PROTOC
1703;CONC LAV/RAL AUTO DE INFRAÇÃO DEFESA PROTOC
1704;LICEN/RAL AUTO DE INFRAÇÃO DEFESA PROTOC
1705;PLG/RAL AUTO DE INFRAÇÃO DEFESA PROTOC
1706;AUT PESQ/RAL AUTO DE INFRAÇÃO ARQUIVADO PUBL
1707;REQ LAV/RAL AUTO DE INFRAÇÃO ARQUIVADO PUBL
1708;CONC LAV/RAL AUTO DE INFRAÇÃO ARQUIVADO PUBL
1709;LICEN/RAL AUTO DE INFRAÇÃO ARQUIVADO PUBL
1710;PLG/RAL AUTO DE INFRAÇÃO ARQUIVADO PUBL
1711;AUT PESQ/RAL MULTA APLICADA PUBL
1712;REQ LAV/RAL MULTA APLICADA PUBL
1713;CONC LAV/RAL MULTA APLICADA PUBL
1714;LICEN/RAL MULTA APLICADA PUBL
1715;PLG/RAL MULTA APLICADA PUBL
1716;AUT PESQ/RAL PAGAMENTO MULTA EFETUADO
1717;REQ LAV/RAL PAGAMENTO MULTA EFETUADO
1718;CONC LAV/RAL PAGAMENTO MULTA EFETUADO
1719;LICEN/RAL PAGAMENTO MULTA EFETUADO
1720;PLG/RAL PAGAMENTO MULTA EFETUADO
1721;AUT PESQ/RAL TORNA S/EFEITO MULTA APLICADA PUBL
1722;REQ LAV/RAL TORNA S/EFEITO MULTA APLICADA PUBL
1723;CONC LAV/RAL TORNA S/EFEITO MULTA APLICADA PUBL
1724;LICEN/RAL TORNA S/EFEITO MULTA APLICADA PUBL
1725;PLG/RAL TORNA S/EFEITO MULTA APLICADA PUBL
1726;AUT PESQ/RAL EXIGÊNCIA DE APRESENTAÇÃO PUBL
1727;REQ LAV/RAL EXIGÊNCIA DE APRESENTAÇÃO PUBL
1728;CONC LAV/RAL EXIGÊNCIA DE APRESENTAÇÃO PUBL
1729;LICEN/RAL EXIGÊNCIA DE APRESENTAÇÃO PUBL
1730;PLG/RAL EXIGÊNCIA DE APRESENTAÇÃO PUBL
1731;AUT PESQ/RAL CUMPRIMENTO DE EXIGÊNCIA PROTOC
1732;REQ LAV/RAL CUMPRIMENTO DE EXIGÊNCIA PROTOC
1733;CONC LAV/RAL CUMPRIMENTO DE EXIGÊNCIA PROTOC
1734;LICEN/RAL CUMPRIMENTO DE EXIGÊNCIA PROTOC
1735;PLG/RAL CUMPRIMENTO DE EXIGÊNCIA PROTOC
1736;AUT PESQ/RAL RETIFICADOR EXIGÊNCIA DE APRESENTAÇÃO PUBL
1737;REQ LAV/RAL RETIFICADOR EXIGÊNCIA DE APRESENTAÇÃO PUBL
1738;CONC LAV/RAL RETIFICADOR EXIGÊNCIA DE APRESENTAÇÃO PUBL
1739;LICEN/RAL RETIFICADOR EXIGÊNCIA DE APRESENTAÇÃO PUBL
1740;PLG/RAL RETIFICADOR EXIGÊNCIA DE APRESENTAÇÃO PUBL
1741;AUT PESQ/RAL RETIFICADOR CUMPRIMENTO DE EXIGÊNCIA PROTOC
1742;REQ LAV/RAL RETIFICADOR CUMPRIMENTO DE EXIGÊNCIA PROTOC
1743;CONC LAV/RAL RETIFICADOR CUMPRIMENTO DE EXIGÊNCIA PROTOC
1744;LICEN/RAL RETIFICADOR CUMPRIMENTO DE EXIGÊNCIA PROTOC
1745;PLG/RAL RETIFICADOR CUMPRIMENTO DE EXIGÊNCIA PROTOC
1746;AUT PESQ/RAL RECURSO MULTA PROTOC
1747;REQ LAV/RAL RECURSO MULTA PROTOC
1748;CONC LAV/RAL RECURSO MULTA PROTOC
1749;LICEN/RAL RECURSO MULTA PROTOC
1750;PLG/RAL RECURSO MULTA PROTOC
1751;AUT PESQ/RAL RECURSO MULTA PROVIDO PUBL
1752;REQ LAV/RAL RECURSO MULTA PROVIDO PUBL
1753;CONC LAV/RAL RECURSO MULTA PROVIDO PUBL
1754;LICEN/RAL RECURSO MULTA PROVIDO PUBL
1755;PLG/RAL RECURSO MULTA PROVIDO PUBL
1756;AUT PESQ/RAL RECURSO MULTA NEGADO PUBL
1757;REQ LAV/RAL RECURSO MULTA NEGADO PUBL
1758;CONC LAV/RAL RECURSO MULTA NEGADO PUBL
1759;LICEN/RAL RECURSO MULTA NEGADO PUBL
1760;PLG/RAL RECURSO MULTA NEGADO PUBL
1761;AUT PESQ/RAL ANOS ANTERIORES APRESENTADO
1762;REQ LAV/RAL ANOS ANTERIORES APRESENTADO
1763;REG EXT/RAL ANOS ANTERIORES APRESENTADO
1764;REQ LAV/RAL ANO BASE APRESENTADO
1765;AUT PESQ/RAL RETIFICADOR ANOS ANTERIORES APRESENTADO
1766;REQ LAV/RAL RETIFICADOR ANOS ANTERIORES APRESENTADO
1767;CONC LAV/RAL RETIFICADOR ANOS ANTERIORES APRESENTADO
1768;LICEN/RAL RETIFICADOR ANOS ANTERIORES APRESENTADO
1769;PLG/RAL RETIFICADOR ANOS ANTERIORES APRESENTADO
1770;REG EXT/RAL RETIFICADOR ANOS ANTERIORES APRESENTADO
1771;AUT PESQ/RAL RETIFICADOR ANO BASE APRESENTADO
1772;REQ LAV/RAL RETIFICADOR ANO BASE APRESENTADO
1773;CONC LAV/RAL RETIFICADOR ANO BASE APRESENTADO
1774;LICEN/RAL RETIFICADOR ANO BASE APRESENTADO
1775;PLG/RAL RETIFICADOR ANO BASE APRESENTADO
1776;REG EXT/RAL RETIFICADOR ANO BASE APRESENTADO
1777;AUT PESQ/GUIA UTILIZAÇÃO CANCELADA PUBL
1778;REQ LAV/GUIA UTILIZAÇÃO CANCELADA PUBL
1779;CONC LAV/GUIA UTILIZAÇÃO CANCELADA PUBL
1780;AUT PESQ/TORNA S/EFEITO CANCELAMENTO ALVARÁ PESQUISA PUBL
1781;REQ LAV/REQUERIMENTO LAVRA PROTOC FORA DO PRAZO
1782;DIR REQ LAV/RETIFICAÇÃO DA APROVAÇÃO RELATÓRIO FINAL PUBL
1783;REQ LAV/ENGLOBAMENTO DE ÁREAS PESQUISADAS PROTOC
1784;REQ LAV/RETIFICAÇÃO DA APROVAÇÃO RELATÓRIO FINAL PROTOC
1785;CONC LAV/PORTARIA ENGLOBANDO ÁREAS PESQUISADAS MME PUBL
1786;REQ LAV/ÁREA ENGLOBADA POR PORTARIA LAVRA PUBL
1787;REQ LAV/DESISTÊNCIA DIREITO REQUERER LAVRA PROTOC
1788;REQ LAV/DESISTÊNCIA DIR REQUERER LAVRA HOMOLOGADA PUBL
1789;LICEN/TORNA S/EFEITO CANCELAMENTO REGISTRO LICENÇA PUBL
1790;LICEN/ONERAÇÃO DIREITOS -PENHORA AVERBADA
1791;LICEN/ONERAÇÃO DIREITOS -PENHORA NEGADA PUBL
1792;LICEN/ONERAÇÃO DIREITOS -PENHORA PROTOC
1793;LICEN/LIBERAÇÃO PENHORA APROVADO(A) PUBL
1794;LICEN/LIBERAÇÃO PENHORA AVERBADA
1795;LICEN/LIBERAÇÃO PENHORA NEGADA PUBL
1796;LICEN/LIBERAÇÃO PENHORA PROTOC
1797;PLG/TRANSF DIREITOS-DISTRATO PROTOC
1798;PLG/TRANSF DIREITOS-CESSÃO DIREITOS ANULADA PUBL
1799;CONC LAV/EXIGÊNCIA LICENÇA AMBIENTAL PUBL
1800;REQ PESQ/REQU PROVENIENTE DESMEMBRAMENTO EM PROFUND PROTOC
1801;REQ LICEN/EXIGÊNCIA OPÇÃO DE ÁREA REMANESCENTE PUBL
1802;DISPONIB/ÁREA DESCARTADA DISPONIB P/ PESQUISA - EDITAL PUBL
1803;DISPONIB/JULGAMENTO HABILITAÇÃO PUBL
1804;DISPONIB/TORNA S/EFEITO JULGAMENTO HABILITAÇÃO PUBL
1805;DISPONIB/RECURSO - DIRETOR-GERAL PROTOC
1806;DISPONIB/RECURSO NEGADO - DIRETOR-GERAL PUBL
1807;DISPONIB/RECURSO PROVIDO - DIRETOR-GERAL PUBL
1808;DISPONIB/DESCLASSIFICAÇÃO PROPOSTA DISPONIB PUBL
1809;DISPONIB/EXCLUSÃO DE PROCESSO EDITAL PUBL
1810;ARQUIVAMENTO IMPOSIÇÃO MULTA PUBL
1811;ÁREA BLOQUEADA JUDICIALMENTE PUBL
1812;ÁREA DESBLOQUEADA JUDICIALMENTE PUBL
1813;CONC LAV/IMISSÃO DE POSSE EDITAL ANULADO PUBL
1814;DISPONIB/EDITAL DISPONIB ART 26 CM PUBL
1815;AUT PESQ/BAIXA TRANSCRIÇÃO ALVARÁ - MUDANÇA DE REGIME
1816;LICEN/BAIXA TRANSCRIÇÃO LICENCIAMENTO - MUDANÇA DE REGIME
1817;AUT PESQ/TRANSF DIREITOS-DISTRATO PROTOC
1818;REQ PESQ/TRANSF DIREITOS-ANTERIOR PORT 199/06 APROVADA PUBL
1819;REQ PESQ/TRANSF DIREITOS-ANTERIOR PORT 199/06 NEGADA PUBL
1820;REQ PESQ/TRANSF DIREITOS-ANTERIOR PORT 199/06 EFETIVADA
1821;LICEN/TORNA S/EFEITO NULIDADE REGISTRO LICENÇA PUBL
1822;LICEN/TORNA S/EFEITO MULTA APLICADA PUBL
1823;AUT PESQ/OPÇÃO REGIME LICENCIAMENTO AUTORIZADA PUBL
1824;REQ PESQ/CORREÇÃO DE FASE - ÁREA DISPONIBILIDADE
1825;AUT PESQ/CORREÇÃO DE FASE - ÁREA DISPONIBILIDADE
1826;DISPONIB/CORREÇÃO DE FASE - ÁREA REQUERIMENTO LAVRA
1827;DISPONIB/ÁREA DESCARTADA EM ESTUDO
1828;DISPONIB/ÁREA DESCARTADA LIBERADA PARA EDITAL
1829;AUT PESQ/CORREÇÃO DE FASE - ÁREA LICENCIAMENTO
1830;LICEN/CORREÇÃO DE FASE - ÁREA AUTORIZAÇÃO PESQUISA
1831;DISPONIB/CORREÇÃO DE FASE - ÁREA REQUERIMENTO PESQUISA
1832;REQ LAV/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
1833;AUT PESQ/REGIME COMPARTILHADO - LICEN
1834;REQ LAV/REGIME COMPARTILHADO - LICEN
1835;LICEN/REGIME COMPARTILHADO - AUT PESQ
1836;DISPONIB/ÁREA DESCARTADA DISPONIB PARA PLG - EDITAL PUBL
1837;NÃO CONHECE RECONSIDERAÇÃO / RECURSO PUBL
1838;AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL CADEIA SUCESSÓRIA PUBL
1839;REQ LAV/TRANSF DIREITOS -CESS TOT DIR REQ LAV CAD SUCES PUBL
1840;REQ LAV/TRANSF DIREITOS-CESSÃO TOTAL CADEIA SUCESSÓRIA PUBL
1841;CONC LAV/TRANSF DIREITOS-CESSÃO TOTAL CADEIA SUCESS MME PUBL
1842;DISPONIB/AUTO INFRAÇÃO PUBL
1843;DISPONIB/MULTA APLICADA PUBL
1844;DISPONIB/AUTO INFRAÇÃO ARQUIVADO PUBL
1845;DISPONIB/DEFESA PROTOC
1846;DISPONIB/DEFESA ACEITA PUBL
1847;DISPONIB/DEFESA NÃO ACEITA PUBL
1848;DISPONIB/TORNA S/EFEITO AUTO INFRAÇÃO PUBL
1849;DISPONIB/TORNA S/EFEITO MULTA APLICADA PUBL
1850;CONC LAV/PORTARIA DESMEMBRADA DE ÁREAS PESQUISADAS MME PUBL
1851;PLG/TRANSF DIREITOS-CESSÃO TOTAL CADEIA SUCESSÓRIA PUBL
1852;REQ PLG/TRANSF DIREITOS-ANTERIOR PORT 199/06 APROVADA PUBL
1853;REQ PLG/TRANSF DIREITOS-ANTERIOR PORT 199/06 EFETIVADA
1854;REQ PLG/TRANSF DIREITOS-ANTERIOR PORT 199/06 NEGADA PUBL
1855;LICEN/REGIME COMPARTILHADO - REQ LAV
1856;REQ PESQ/TRANSF DIREITOS-ANTERIOR PORT 199/06 ANULADA PUBL
1857;CONC LAV/GRUPAMENTO MINEIRO PROC ADM PRINCIPAL AUTORIZ PUBL
1858;DISPONIB/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
1859;REQ LICEN/PLANO APROVEITAMENTO ECONÔMICO PROTOC
1860;REQ LICEN/PLANO DE LAVRA PROTOC
1861;CONC LAV/GRUPAMENTO MINEIRO DESISTÊNCIA REQUERIMENTO PROTOC
1862;CONC LAV/GRUPAMENTO MINEIRO PROCESSO ADM ARQUIVADO PUBL
1863;REQ PESQ/OPÇÃO REGIME LICENCIAMENTO AUTORIZADA PUBL
1864;DISPONIB/TORNA S/EFEITO DESPACHO PUBL
1865;NÃO CONHECE SOLICITAÇÃO - FALTA PREVISÃO LEGAL PUBL
1866;REQ PESQ/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
1867;REQ PLG/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
1868;PLG/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
1869;AUT PESQ/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
1870;CONC LAV/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
1871;DISPONIB/INDEF NÃO CUMPR DE INTIMAÇÃO ART 44/PORT268 PUBL
1872;AUT PESQ/AUTO INFRAÇÃO ARQUIVADO - INÍCIO PESQ Ñ COMUN PUBL
1873;LICEN/TORNA S/EFEITO AUTO INFRAÇÃO PUBL
1874;PLG/TORNA S/EFEITO AUTO INFRAÇÃO PUBL
1875;PLG/TORNA S/EFEITO MULTA APLICADA PUBL
1876;REQ LAV/TORNA S/EFEITO AUTO INFRAÇÃO PUBL
1877;REESTUDO DE ÁREAS EM ANÁLISE
1878;REESTUDO DE ÁREAS CONCLUÍDO
1879;REQ PESQ/REQU PROVENIENTE DE OPÇÃO DE ÁREA PROTOC
1880;REG EXT/DOCUMENTO DIVERSO PROTOC
1881;REQ EXT/DOCUMENTO DIVERSO PROTOC
1882;REQ LAV/CORREÇÃO DE FASE - ÁREA AUTORIZAÇÃO PESQUISA
1883;DISPONIB/ÁREA DESBLOQUEADA DISPONIB PARA PLG - EDITAL PUBL
1884;AUT PESQ/RELATÓRIO PESQU PROVENIENTE CESSÃO PARCIAL PROTOC
1885;AUT PESQ/CORREÇÃO DE FASE - ÁREA REQUERIMENTO LAVRA
1886;REQ PESQ/CORREÇÃO DE FASE - ÁREA AUTORIZAÇÃO PESQUISA
1887;DISPONIB/RECURSO AO MINISTRO PROTOC
1888;DISPONIB/RECURSO AO MINISTRO NEGADO PUBL
1889;DISPONIB/RECURSO AO MINISTRO PROVIDO PUBL
1890;ONERAÇÃO DIREITOS - CAUÇÃO - LIBERAÇÃO APROVADA PUBL
1891;ONERAÇÃO DIREITOS - CAUÇÃO - LIBERAÇÃO AVERBADA
1892;ONERAÇÃO DIREITOS - CAUÇÃO - LIBERAÇÃO NEGADA PUBL
1893;ONERAÇÃO DIREITOS - CAUÇÃO - LIBERAÇÃO PROTOC
1894;ONERAÇÃO DIREITOS - CAUÇÃO APROVADA PUBL
1895;ONERAÇÃO DIREITOS - CAUÇÃO AVERBADA
1896;ONERAÇÃO DIREITOS - CAUÇÃO NEGADA PUBL
1897;ONERAÇÃO DIREITOS - CAUÇÃO PROTOC
1898;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO - LIBERAÇÃO APROVADA PUBL
1899;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO - LIBERAÇÃO AVERBADA
1900;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO - LIBERAÇÃO NEGADA PUBL
1901;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO - LIBERAÇÃO PROTOC
1902;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO APROVADA PUBL
1903;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO AVERBADA
1904;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO NEGADA PUBL
1905;ONERAÇÃO DIREITOS - CÉDULA CRÉDITO PROTOC
1906;ONERAÇÃO DIREITOS - CONTRATO FINANC - LIBERAÇÃO APROV PUBL
1907;ONERAÇÃO DIREITOS - CONTRATO FINANC - LIBERAÇÃO AVERBADA
1908;ONERAÇÃO DIREITOS - CONTRATO FINANC - LIBERAÇÃO NEGADA PUBL
1909;ONERAÇÃO DIREITOS - CONTRATO FINANC - LIBERAÇÃO PROTOC
1910;ONERAÇÃO DIREITOS - CONTRATO FINANCIAMENTO APROVADO PUBL
1911;ONERAÇÃO DIREITOS - CONTRATO FINANCIAMENTO AVERBADO
1912;ONERAÇÃO DIREITOS - CONTRATO FINANCIAMENTO NEGADO PUBL
1913;ONERAÇÃO DIREITOS - CONTRATO FINANCIAMENTO PROTOC
1914;ONERAÇÃO DIREITOS - HIPOTECA - LIBERAÇÃO APROVADA PUBL
1915;ONERAÇÃO DIREITOS - HIPOTECA - LIBERAÇÃO AVERBADA
1916;ONERAÇÃO DIREITOS - HIPOTECA - LIBERAÇÃO NEGADA PUBL
1917;ONERAÇÃO DIREITOS - HIPOTECA - LIBERAÇÃO PROTOC
1918;ONERAÇÃO DIREITOS - HIPOTECA APROVADA PUBL
1919;ONERAÇÃO DIREITOS - HIPOTECA AVERBADA
1920;ONERAÇÃO DIREITOS - HIPOTECA NEGADA PUBL
1921;ONERAÇÃO DIREITOS - HIPOTECA PROTOC
1922;ONERAÇÃO DIREITOS - PENHOR - LIBERAÇÃO APROVADA PUBL
1923;ONERAÇÃO DIREITOS - PENHOR - LIBERAÇÃO AVERBADA
1924;ONERAÇÃO DIREITOS - PENHOR - LIBERAÇÃO NEGADA PUBL
1925;ONERAÇÃO DIREITOS - PENHOR - LIBERAÇÃO PROTOC
1926;ONERAÇÃO DIREITOS - PENHOR APROVADO PUBL
1927;ONERAÇÃO DIREITOS - PENHOR AVERBADO
1928;ONERAÇÃO DIREITOS - PENHOR NEGADO PUBL
1929;ONERAÇÃO DIREITOS - PENHOR PROTOC
1930;ONERAÇÃO DIREITOS - PENHORA - LIBERAÇÃO APROVADA PUBL
1931;ONERAÇÃO DIREITOS - PENHORA - LIBERAÇÃO AVERBADA
1932;ONERAÇÃO DIREITOS - PENHORA - LIBERAÇÃO NEGADA PUBL
1933;ONERAÇÃO DIREITOS - PENHORA - LIBERAÇÃO PROTOC
1934;ONERAÇÃO DIREITOS - PENHORA AUTORIZADA PUBL
1935;ONERAÇÃO DIREITOS - PENHORA AVERBADA
1936;ONERAÇÃO DIREITOS - PENHORA NEGADA PUBL
1937;ONERAÇÃO DIREITOS - PENHORA PROTOC
1938;TRANSF DIREITOS - CISÃO APROVADA PUBL
1939;TRANSF DIREITOS - CISÃO AVERBADA
1940;TRANSF DIREITOS - CISÃO NEGADA PUBL
1941;TRANSF DIREITOS - CISÃO PROTOC
1942;TRANSF DIREITOS - FALÊNCIA APROVADA PUBL
1943;TRANSF DIREITOS - FALÊNCIA AVERBADA
1944;TRANSF DIREITOS - FALÊNCIA NEGADA PUBL
1945;TRANSF DIREITOS - FALÊNCIA PROTOC
1946;TRANSF DIREITOS - FUSÃO APROVADA PUBL
1947;TRANSF DIREITOS - FUSÃO AVERBADA
1948;TRANSF DIREITOS - FUSÃO NEGADA PUBL
1949;TRANSF DIREITOS - FUSÃO PROTOC
1950;TRANSF DIREITOS - INCORPORAÇÃO APROVADA PUBL
1951;TRANSF DIREITOS - INCORPORAÇÃO AVERBADA
1952;TRANSF DIREITOS - INCORPORAÇÃO NEGADA PUBL
1953;TRANSF DIREITOS - INCORPORAÇÃO PROTOC
1954;TRANSF DIREITOS - SUCESSÃO CAUSA MORTIS APROVADA PUBL
1955;TRANSF DIREITOS - SUCESSÃO CAUSA MORTIS AVERBADA
1956;TRANSF DIREITOS - SUCESSÃO CAUSA MORTIS NEGADA PUBL
1957;TRANSF DIREITOS - SUCESSÃO CAUSA MORTIS PROTOC
1958;REQ LAV/ÁREA SERVIDÃO SOLICITAÇÃO PROTOC
1959;REQ LAV/ÁREA SERVIDÃO NÃO CONCEDIDA PUBL
1960;REQ LAV/ÁREA SERVIDÃO CONCEDIDA PUBL
1961;REQ PESQ/ÁREA SERVIDÃO SOLICITAÇÃO PROTOC
1962;REQ PESQ/ÁREA SERVIDÃO NÃO CONCEDIDA PUBL
1963;REQ PESQ/ÁREA SERVIDÃO CONCEDIDA PUBL
1964;REQ LAV/ADVERTÊNCIA APLICADA PUBL
1965;REQ PESQ/PROCESSO SITUADO EM UNIDADE DE CONSERVAÇÃO
1966;AUT PESQ/TRANSF DIREITOS-DISTRATO ACEITO
1967;CONC LAV/TRANSF DIREITOS-DISTRATO ACEITO
1968;LICEN/TRANSF DIREITOS-DISTRATO ACEITO
1969;PLG/TRANSF DIREITOS-DISTRATO ACEITO
1970;REQ LAV/TRANSF DIREITOS-DISTRATO ACEITO
1971;PLG/DESPACHO DIVERSO PUBL
1972;AUT PESQ/CORREÇÃO DE FASE - ÁREA REQUERIMENTO LICENCIAMENTO
1973;CONC LAV/ARRENDAMENTO PRORROGAÇÃO AVERBAÇÃO EFETIVADA
1974;SUSPENSÃO DE ANÁLISE - CONFLITO PROJ ENERGÉTICO PUBL
1975;SUSPENSÃO DE ANÁLISE CANCELADA - CONFLITO PROJ ENERG PUBL
1976;REQ PESQ/OPÇÃO REGIME DESISTÊNCIA PROTOC
1977;REQ PESQ/OPÇÃO REGIME DESISTÊNCIA HOMOLOGADA PUBL
1978;REQ PLG/OPÇÃO REGIME DESISTÊNCIA PROTOC
1979;REQ PLG/OPÇÃO REGIME DESISTÊNCIA HOMOLOGADA PUBL
1980;REQ LICEN/OPÇÃO REGIME DESISTÊNCIA PROTOC
1981;REQ LICEN/OPÇÃO REGIME DESISTÊNCIA HOMOLOGADA PUBL
1982;ÁREA DESBLOQUEADA PUBL
1983;REQ LAV/AUTO ADVERTÊNCIA PUBL
1984;ANULA PUBLICAÇÃO POR DUPLICIDADE PUBL
1985;CONC LAV/DESPACHO RETIFICAÇÃO PORTARIA LAVRA ANM PUBL
1986;REQ LAV/OPÇÃO REGIME LICENCIAMENTO PROTOC
1987;REQ LAV/OPÇÃO REGIME LICENCIAMENTO AUTORIZADO PUBL
1988;REQ LAV/OPÇÃO REGIME LICENC INDEFERIDO PUBL
1989;CONC LAV/OPÇÃO REGIME LICENCIAMENTO PROTOC
1990;CONC LAV/OPÇÃO REGIME LICENCIAMENTO AUTORIZADO PUBL
1991;CONC LAV/OPÇÃO REGIME LICENC INDEFERIDO PUBL
1992;CONC LAV/BARRAGENS CRONOGRAMA IMPLANT PLANO SEG PROTOC
1993;CONC LAV/BARRAGENS CRONOGRAMA IMPLANT PLANO SEG ACEITO
1994;CONC LAV/BARRAGENS CRONOGRAMA IMPLANT PLANO SEG NÃO ACEITO
1995;CONC LAV/BARRAGENS RESUMO EXECUT REVISÃO PERIODICA PROTOC
1996;CONC LAV/BARRAGENS RESUMO EXECUT REVISÃO PERIODICA ACEITO
1997;CONC LAV/BARRAGENS RESUMO EXECUT REVISÃO PERIODICA NÃO ACEIT
1998;CONC LAV/BARRAGENS DECLAR CONDIÇÃO ESTABILIDADE PROTOC
1999;CONC LAV/BARRAGENS DECLAR COND ESTABILIDADE ACEITA PUBL
2000;CONC LAV/BARRAGENS DECLAR COND ESTABIL NÃO ACEITA PUBL
2001;CONC LAV/BARRAGENS RESUMO CONCL FIM INSPEÇÃO ESPEC PROTOC
2002;CONC LAV/BARRAGENS RESUMO CONCL FIM INSPEÇÃO ESPEC ACEITO
2003;CONC LAV/BARRAGENS RESUMO CONCL FIM INSPEÇÃO ESPEC NÃO ACEIT
2004;REQ LAV/BARRAGENS DECLAR CONDIÇÃO ESTABILIDADE PROTOC
2005;REQ LAV/BARRAGENS DECLAR COND ESTABILIDADE ACEITA PUBL
2006;REQ LAV/BARRAGENS DECLAR COND ESTABIL NÃO ACEITA PUBL
2007;LICEN/BARRAGENS RESUMO CONCL FIM INSPEÇÃO ESPEC PROTOC
2008;LICEN/BARRAGENS RESUMO CONCL FIM INSPEÇÃO ESPEC ACEITO
2009;LICEN/BARRAGENS RESUMO CONCL FIM INSPEÇÃO ESPEC NÃO ACEITO
2010;LICEN/BARRAGENS CRONOGRAMA IMPLANT PLANO SEG PROTOC
2011;LICEN/BARRAGENS CRONOGRAMA IMPLANT PLANO SEG ACEITO
2012;LICEN/BARRAGENS CRONOGRAMA IMPLANT PLANO SEG NÃO ACEITO
2013;LICEN/BARRAGENS RESUMO EXECUT REVISÃO PERIODICA PROTOC
