DSProcesso;DSProcessoAssociado;IDTipoAssociacao;DTAssociacao;DTDesassociacao;OBAssociacao
834.618/2008;832.971/2009;9;2009-12-24;;*
834.620/2007;300.173/2013;8;2013-02-22;;*
834.620/2007;831.676/2012;2;2012-05-21;;*
834.620/2007;831.677/2012;2;2012-05-21;;*
834.620/2007;831.678/2012;2;2012-05-21;;*
834.620/2007;834.418/2011;2;2011-11-16;;*
834.622/2010;831.742/2018;2;2018-09-25;;*
834.623/2008;830.490/2017;8;2017-03-28;;*
834.625/2007;831.509/2009;9;2009-07-15;;*
834.625/2008;831.699/2012;8;2012-05-23;;*
834.627/1995;830.440/2017;8;2017-03-23;;*
834.638/2010;830.871/2012;2;2012-03-21;;*
834.639/2008;832.034/2022;8;2022-09-23;;*
834.643/2007;831.328/1985;8;2023-04-11;;*
834.647/2007;830.248/2024;8;2024-02-05;;*
834.649/2007;302.385/2015;8;2015-06-09;;*
834.650/2010;831.206/2011;9;2011-04-26;;*
834.652/2007;834.390/2010;8;2010-11-12;;*
834.652/2011;300.105/2018;8;2018-02-02;;*
834.652/2011;831.820/2020;2;2020-12-15;;*
834.654/2008;832.563/2013;8;2013-08-26;;*
834.654/2011;300.640/2022;8;2022-05-03;;*
834.658/2007;831.539/2012;8;2012-05-09;;*
834.658/2011;830.645/2015;9;2015-03-19;;*
834.660/2011;300.941/2023;8;2023-12-14;;*
834.660/2011;300.942/2023;8;2023-12-14;;*
834.660/2011;300.943/2023;8;2023-12-14;;*
834.662/1993;300.279/2012;8;2012-03-15;;*
834.665/2010;833.310/2011;9;2011-08-22;;*
834.665/2011;832.204/2017;8;2017-12-20;;*
834.668/2008;832.895/2021;8;2021-12-13;;*
834.670/2010;832.848/2011;2;2011-07-11;;*
834.670/2010;833.501/2011;2;2011-09-06;;*
834.671/2011;832.444/2024;8;2024-11-27;;*
834.674/2011;831.389/2017;9;2017-08-18;;*
834.675/2007;300.231/2014;8;2014-04-09;;*
834.675/2007;300.232/2014;8;2014-04-09;;*
834.676/2007;300.550/2013;8;2013-06-07;;*
834.676/2007;300.551/2013;8;2013-06-07;;*
834.677/2010;832.774/2011;2;2011-07-06;;*
834.679/2008;830.392/2012;9;2012-02-16;;*
834.682/2008;832.209/2009;9;2009-09-23;;*
834.684/2008;300.484/2014;8;2014-07-22;;*
834.684/2008;300.485/2014;8;2014-07-22;;*
834.684/2008;300.486/2014;8;2014-07-22;;*
834.686/2010;830.307/2014;2;2014-02-11;;*
834.686/2010;830.309/2014;2;2014-02-11;;*
834.687/1995;830.916/2013;8;2013-04-03;;*
834.687/2007;830.325/2018;8;2018-02-26;;*
834.687/2010;830.308/2014;2;2014-02-11;;*
834.687/2010;830.310/2014;2;2014-02-11;;*
834.690/2010;300.570/2017;8;2017-06-08;;*
834.693/2008;300.855/2018;8;2018-09-04;;*
834.693/2010;300.312/2019;8;2019-05-06;;*
834.693/2010;300.313/2019;8;2019-05-06;;*
834.693/2010;300.314/2019;8;2019-05-06;;*
834.693/2010;300.315/2019;8;2019-05-06;;*
834.694/2010;300.088/2022;8;2022-01-20;;*
834.694/2010;300.089/2022;8;2022-01-20;;*
834.697/2007;832.308/2024;8;2024-11-19;;*
834.697/2008;830.609/2013;8;2013-03-05;;*
834.697/2011;300.430/2020;8;2020-04-16;;*
834.697/2011;300.431/2020;8;2020-04-16;;*
834.699/2010;300.926/2017;8;2017-10-05;;*
834.699/2010;300.927/2017;8;2017-10-05;;*
834.699/2010;831.221/2014;2;2014-05-09;;*
834.699/2010;831.222/2014;2;2014-05-09;;*
834.700/2011;300.635/2017;8;2017-07-03;;*
834.705/1995;833.133/2005;5;2018-11-08;;*
834.705/1995;833.263/2005;5;2018-11-08;;*
834.705/2011;300.145/2017;8;2017-02-17;;*
834.705/2011;300.146/2017;8;2017-02-17;;*
834.705/2011;300.147/2017;8;2017-02-17;;*
834.705/2011;300.148/2017;8;2017-02-17;;*
834.709/1995;833.691/2013;2;2013-12-02;;*
834.710/1993;833.676/2012;8;2012-10-31;;*
834.710/2010;300.098/2015;8;2015-02-06;;*
834.711/2011;300.977/2016;8;2016-10-07;;*
834.711/2011;300.978/2016;8;2016-10-07;;*
834.711/2011;300.979/2016;8;2016-10-07;;*
834.712/2007;300.306/2022;8;2022-02-17;;*
834.713/2011;300.061/2025;8;2025-01-31;;*
834.713/2011;300.062/2025;8;2025-01-31;;*
834.716/2011;831.633/2015;9;2015-06-29;;*
834.717/2011;300.591/2016;8;2016-06-21;;*
834.717/2011;300.592/2016;8;2016-06-21;;*
834.722/1995;832.848/2023;8;2023-10-03;;*
834.722/2007;834.921/2010;2;2010-12-17;;*
834.722/2010;832.062/2021;8;2021-08-30;;*
834.723/2007;833.677/2012;8;2012-10-31;;*
834.723/2010;832.684/2024;8;2024-12-11;;*
834.723/2011;834.823/2011;9;2011-12-12;;*
834.724/2007;832.374/2014;8;2014-08-26;;*
834.724/2007;832.375/2014;8;2014-08-26;;*
834.724/2011;834.822/2011;9;2011-12-12;;*
834.725/2011;834.824/2011;9;2011-12-12;;*
834.727/2008;830.302/2018;8;2018-02-23;;*
834.730/2011;832.592/2014;8;2014-09-16;;*
834.731/2007;300.368/2020;8;2020-04-14;;*
834.731/2007;831.798/2021;2;2021-08-05;;*
834.731/2007;833.854/2011;2;2011-09-29;;*
834.731/2008;832.591/2014;8;2014-09-16;;*
834.738/1995;300.279/2017;8;2017-03-15;;*
834.743/1995;300.332/2017;8;2017-03-27;;*
834.743/2008;300.657/2024;8;2024-07-29;;*
834.743/2008;300.658/2024;8;2024-07-29;;*
834.743/2008;300.659/2024;8;2024-07-29;;*
834.816/2008;834.337/2012;2;2012-12-20;;*
834.816/2008;834.338/2012;2;2012-12-20;;*
834.816/2008;834.339/2012;2;2012-12-20;;*
834.816/2008;834.340/2012;2;2012-12-20;;*
834.816/2008;834.341/2012;2;2012-12-20;;*
834.816/2008;834.342/2012;2;2012-12-20;;*
834.816/2008;834.343/2012;2;2012-12-20;;*
834.816/2008;834.344/2012;2;2012-12-20;;*
834.816/2008;834.345/2012;2;2012-12-20;;*
834.816/2008;834.346/2012;2;2012-12-20;;*
834.816/2008;834.347/2012;2;2012-12-20;;*
834.816/2008;834.348/2012;2;2012-12-20;;*
834.816/2008;834.349/2012;2;2012-12-20;;*
834.816/2008;834.350/2012;2;2012-12-20;;*
834.819/2007;302.277/2015;8;2015-05-07;;*
834.827/2008;832.080/2015;8;2015-08-10;;*
834.828/2011;301.308/2021;8;2021-12-21;;*
834.829/2010;300.814/2020;8;2020-08-14;;*
834.833/2011;832.364/2022;8;2022-10-18;;*
834.834/2008;301.241/2016;8;2016-12-23;;*
834.834/2008;301.242/2016;8;2016-12-23;;*
834.834/2008;833.394/2013;2;2013-11-07;;*
834.835/2010;830.504/2017;8;2017-03-28;;*
834.837/2008;830.178/2017;8;2017-02-08;;*
834.839/2008;300.963/2013;8;2013-09-30;;*
834.839/2008;300.964/2013;8;2013-09-30;;*
834.839/2008;300.965/2013;8;2013-09-30;;*
834.839/2008;834.310/2012;2;2012-12-18;;*
834.840/2008;301.154/2016;8;2016-11-23;;*
834.840/2008;834.309/2012;2;2012-12-18;;*
834.841/2008;301.149/2016;8;2016-11-23;;*
834.841/2008;834.311/2012;2;2012-12-18;;*
834.844/2008;300.630/2014;8;2014-09-11;;*
834.844/2010;833.927/2013;8;2013-12-18;;*
834.845/2010;830.090/2017;8;2017-01-20;;*
834.849/2008;831.439/2013;2;2013-05-20;;*
834.849/2008;831.440/2013;2;2013-05-20;;*
834.850/2007;300.900/2018;8;2018-09-19;;*
834.850/2007;300.901/2018;8;2018-09-19;;*
834.850/2007;300.902/2018;8;2018-09-19;;*
834.850/2007;830.226/2019;2;2019-02-22;;*
834.850/2008;303.401/2018;8;2018-12-19;;*
834.850/2008;834.378/2012;2;2012-12-21;;*
834.850/2010;830.680/2014;2;2014-03-20;;*
834.851/2008;300.213/2020;8;2020-03-10;;*
834.851/2008;300.214/2020;8;2020-03-10;;*
834.851/2008;834.377/2012;2;2012-12-21;;*
834.852/2011;300.684/2024;8;2024-08-05;;*
834.852/2011;830.556/2015;2;2015-03-12;;*
834.852/2011;830.557/2015;2;2015-03-12;;*
834.852/2011;830.558/2015;2;2015-03-12;;*
834.852/2011;830.559/2015;2;2015-03-12;;*
834.852/2011;831.379/2015;9;2015-05-29;;*
834.854/2007;300.280/2017;8;2017-03-15;;*
834.856/2010;832.561/2021;8;2021-11-08;;*
834.857/2008;300.681/2012;8;2012-07-05;;*
834.857/2008;300.682/2012;8;2012-07-05;;*
834.857/2008;833.692/2011;2;2011-09-22;;*
834.858/2010;300.547/2013;8;2013-06-07;;*
834.859/2007;833.678/2012;8;2012-10-31;;*
834.860/2010;831.245/2020;8;2020-09-16;;*
834.861/2007;832.883/2012;8;2012-09-24;;*
834.866/2007;832.730/2011;8;2011-07-04;;*
834.866/2011;831.172/2018;8;2018-06-29;;*
834.870/2007;300.148/2020;8;2020-02-11;;*
834.870/2011;832.056/2017;8;2017-12-12;;*
834.871/2008;832.647/2014;8;2014-09-19;;*
834.871/2010;831.951/2017;8;2017-11-30;;*
834.871/2011;300.230/2025;8;2025-04-03;;*
834.872/2011;300.370/2025;8;2025-05-28;;*
834.873/2008;832.497/2024;8;2024-12-03;;*
834.875/2011;300.300/2018;8;2018-03-16;;*
834.877/2010;830.415/2015;9;2015-02-27;;*
834.880/2008;832.436/2024;8;2024-11-26;;*
834.881/2011;832.059/2017;8;2017-12-12;;*
834.882/2010;301.171/2020;8;2020-11-23;;*
834.882/2010;301.172/2020;8;2020-11-23;;*
834.884/2010;833.721/2011;9;2011-09-23;;*
834.885/2008;302.364/2015;8;2015-06-02;;*
834.885/2008;302.365/2015;8;2015-06-02;;*
834.885/2008;832.555/2011;2;2011-06-22;;*
834.885/2008;832.556/2011;2;2011-06-22;;*
834.885/2008;832.557/2011;2;2011-06-22;;*
834.886/2007;301.119/2012;8;2012-12-11;;*
834.887/2007;300.560/2019;8;2019-07-09;;*
834.887/2007;300.718/2019;8;2019-08-23;;*
834.887/2007;832.814/2015;2;2015-10-28;;*
834.887/2007;832.815/2015;2;2015-10-28;;*
834.890/2011;300.077/2021;8;2021-02-03;;*
834.890/2011;830.351/2016;2;2016-02-23;;*
834.890/2011;830.671/2017;2;2017-04-19;;*
834.891/2011;300.499/2023;8;2023-06-16;;*
834.892/2010;300.866/2016;8;2016-09-21;;*
834.892/2010;300.867/2016;8;2016-09-21;;*
834.892/2010;832.632/2014;2;2014-09-17;;*
834.892/2010;832.633/2014;2;2014-09-17;;*
834.892/2010;832.634/2014;2;2014-09-17;;*
834.892/2010;833.308/2012;2;2012-10-15;;*
834.894/2010;833.926/2013;8;2013-12-18;;*
834.895/2010;831.168/2011;9;2011-04-20;;*
834.895/2011;300.870/2017;8;2017-09-14;;*
834.902/2011;831.393/2017;2;2017-08-18;;*
834.902/2011;831.394/2017;2;2017-08-18;;*
834.914/2008;300.678/2014;8;2014-09-26;;*
834.914/2008;300.679/2014;8;2014-09-26;;*
834.914/2008;300.680/2014;8;2014-09-26;;*
834.914/2008;300.681/2014;8;2014-09-26;;*
834.914/2008;300.682/2014;8;2014-09-26;;*
834.916/2008;831.123/2009;9;2009-05-29;;*
834.919/2008;833.527/2011;2;2011-09-08;;*
834.920/2007;832.729/2011;8;2011-07-04;;*
834.922/2007;830.550/2005;1;2017-12-29;;*
834.930/2011;830.284/2018;8;2018-02-23;;*
834.938/2007;830.263/2017;8;2017-02-23;;*
834.939/2007;300.759/2019;8;2019-09-02;;*
834.955/2010;301.091/2019;8;2019-12-17;;*
834.956/2007;831.480/2012;8;2012-05-07;;*
834.960/2011;301.166/2022;8;2022-10-06;;*
834.960/2011;301.167/2022;8;2022-10-06;;*
834.960/2011;301.168/2022;8;2022-10-06;;*
834.960/2011;301.169/2022;8;2022-10-06;;*
834.960/2011;301.170/2022;8;2022-10-06;;*
834.960/2011;301.171/2022;8;2022-10-06;;*
834.960/2011;301.172/2022;8;2022-10-06;;*
834.960/2011;301.173/2022;8;2022-10-06;;*
834.960/2011;301.174/2022;8;2022-10-06;;*
834.964/2011;832.894/2021;8;2021-12-13;;*
834.966/2011;300.026/2017;8;2017-01-10;;*
834.966/2011;300.027/2017;8;2017-01-10;;*
834.967/1993;832.288/2016;8;2016-10-05;;*
834.973/2010;832.689/2024;8;2024-12-11;;*
834.975/2010;832.873/2012;8;2012-09-24;;*
834.976/2010;830.622/2013;8;2013-03-05;;*
834.976/2011;832.888/2014;9;2014-10-09;;*
834.982/2007;300.118/2014;8;2014-02-18;;*
834.983/2011;832.787/2014;9;2014-10-02;;*
834.984/2011;832.788/2014;9;2014-10-02;;*
834.985/2011;302.999/2015;8;2015-11-30;;*
834.985/2011;832.645/2015;9;2015-10-08;;*
834.991/2010;301.013/2021;8;2021-10-15;;*
834.992/2007;300.391/2025;8;2025-05-30;;*
834.993/2011;301.174/2020;8;2020-11-23;;*
834.994/2007;303.192/2018;8;2018-10-18;;*
834.994/2007;303.193/2018;8;2018-10-18;;*
834.994/2007;303.194/2018;8;2018-10-18;;*
834.994/2007;303.195/2018;8;2018-10-18;;*
834.995/2010;300.349/2014;8;2014-05-29;;*
834.995/2011;301.184/2020;8;2020-11-23;;*
834.998/2007;300.140/2023;8;2023-02-09;;*
834.998/2007;300.141/2023;8;2023-02-09;;*
834.999/2011;832.056/2014;9;2014-07-23;;*
835.004/2011;300.846/2016;8;2016-09-09;;*
835.004/2011;830.210/2017;2;2017-02-15;;*
835.006/2011;300.325/2020;8;2020-04-07;;*
835.010/2007;830.621/2013;8;2013-03-05;;*
835.010/2010;300.034/2015;8;2015-01-14;;*
835.012/2011;832.295/2022;8;2022-10-17;;*
835.013/2011;832.718/2021;8;2021-11-25;;*
835.018/1993;300.274/2012;8;2012-03-14;;*
835.022/2011;300.143/2017;8;2017-02-17;;*
835.022/2011;300.144/2017;8;2017-02-17;;*
835.022/2011;832.664/2024;8;2024-12-10;;*
835.026/2011;830.289/2018;8;2018-02-23;;*
835.028/2011;300.001/2020;8;2020-01-03;;*
835.028/2011;300.002/2020;8;2020-01-03;;*
835.028/2011;830.195/2015;2;2015-01-30;;*
835.028/2011;830.731/2016;2;2016-04-06;;*
835.034/1993;300.708/2020;8;2020-07-12;;*
835.035/1993;300.150/2024;8;2024-02-23;;*
835.035/2011;300.390/2017;8;2017-04-07;;*
835.035/2011;300.391/2017;8;2017-04-07;;*
835.036/2011;300.847/2017;8;2017-09-08;;*
835.045/2007;834.594/2010;8;2010-11-25;;*
835.051/2007;832.591/2024;8;2024-12-07;;*
835.071/2011;300.033/2018;8;2018-01-17;;*
835.072/2011;300.756/2014;8;2014-10-29;;*
835.136/1994;832.023/2011;8;2011-05-31;;*
835.182/1994;300.152/2023;8;2023-02-10;;*
835.183/1994;300.153/2023;8;2023-02-10;;*
835.211/1994;300.259/2023;8;2023-03-17;;*
835.212/1993;832.547/2024;8;2024-12-05;;*
835.212/1994;300.154/2023;8;2023-02-10;;*
835.263/1994;300.155/2023;8;2023-02-10;;*
835.266/1994;300.156/2023;8;2023-02-10;;*
840.045/2001;840.008/2021;2;2021-01-27;;*
840.046/2008;840.321/2013;8;2013-07-05;;*
840.047/2011;840.466/2013;9;2013-10-29;;*
840.047/2011;840.805/2012;9;2012-11-06;;*
840.047/2016;840.168/2016;9;2016-06-08;;*
840.049/2011;840.227/2016;2;2016-08-15;;*
840.050/2011;840.204/2015;8;2015-08-27;;*
840.050/2017;840.074/2017;9;2017-04-11;;*
840.052/2021;301.014/2025;8;2025-11-14;;*
840.052/2021;301.015/2025;8;2025-11-14;;*
840.052/2021;840.127/2022;9;2022-07-14;;*
840.053/1990;846.158/2023;9;2023-06-30;;*
840.053/2007;840.352/2011;8;2011-05-24;;*
840.053/2014;840.072/2019;8;2019-06-06;;*
840.053/2014;840.280/2017;8;2017-09-28;;*
840.053/2014;840.281/2017;8;2017-09-28;;*
840.053/2021;840.164/2023;9;2023-06-07;;*
840.055/2007;840.354/2011;8;2011-05-24;;*
840.056/2009;300.866/2013;8;2013-08-27;;*
840.056/2014;301.093/2016;8;2016-11-07;;*
840.056/2014;840.179/2016;9;2016-06-22;;*
840.057/2023;840.231/2023;9;2023-08-01;;*
840.057/2024;300.860/2024;8;2024-09-19;;*
840.057/2024;840.143/2024;9;2024-05-01;;*
840.058/2007;840.353/2011;8;2011-05-24;;*
840.058/2011;840.122/2012;2;2012-02-24;;*
840.058/2014;301.251/2021;8;2021-12-09;;*
840.059/2010;840.446/2010;2;2010-09-02;;*
840.060/2022;300.829/2025;8;2025-09-18;;*
840.060/2022;300.830/2025;8;2025-09-18;;*
840.060/2022;840.233/2025;9;2025-08-19;;*
840.061/2009;300.050/2013;8;2013-01-21;;*
840.061/2013;840.374/2016;8;2016-12-13;;*
840.061/2016;840.002/2026;9;2026-01-07;;*
840.061/2016;840.208/2017;2;2017-07-21;;*
840.062/2005;300.088/2011;8;2011-02-10;;*
840.062/2005;300.089/2011;8;2011-02-10;;*
840.063/2016;840.016/2020;2;2020-02-05;;*
840.063/2016;840.034/2020;2;2020-04-27;;*
840.063/2022;840.188/2023;2;2023-07-07;;*
840.063/2022;840.290/2023;2;2023-10-03;;*
840.064/2008;840.380/2024;8;2024-12-03;;*
840.065/2009;840.027/2008;2;2010-10-04;;*
840.065/2014;840.487/2024;9;2024-12-16;;*
840.065/2017;300.128/2020;8;2020-02-04;;*
840.065/2017;840.159/2019;9;2019-12-06;;*
840.066/2014;840.030/2015;9;2015-03-13;;*
840.066/2016;840.316/2016;9;2016-11-07;;*
840.068/2009;840.593/2007;2;2010-10-04;;*
840.069/2017;840.110/2021;8;2021-06-16;;*
840.070/2005;301.044/2009;8;2009-08-25;;*
840.071/2005;301.045/2009;8;2009-08-25;;*
840.071/2007;840.379/2011;8;2011-06-07;;*
840.072/2005;300.059/2011;8;2011-02-03;;*
840.072/2007;840.346/2011;8;2011-05-19;;*
840.073/2007;840.378/2011;8;2011-06-07;;*
840.073/2016;840.119/2021;8;2021-06-17;;*
840.074/1992;846.357/2024;8;2024-11-26;;*
840.074/2002;840.069/2016;8;2016-02-29;;*
840.074/2007;840.377/2011;8;2011-06-07;;*
840.074/2015;840.395/2024;8;2024-12-05;;*
840.074/2016;840.118/2021;8;2021-06-17;;*
840.074/2017;840.266/2018;9;2018-10-17;;*
840.074/2023;840.129/2023;9;2023-05-11;;*
840.075/2003;301.015/2011;8;2011-10-06;;*
840.075/2007;840.898/2011;8;2011-09-05;;*
840.075/2014;840.100/2016;9;2016-03-31;;*
840.075/2021;840.084/2022;9;2022-05-26;;*
840.075/2025;840.217/2025;9;2025-07-18;;*
840.076/2007;840.899/2011;8;2011-09-05;;*
840.076/2008;301.248/2011;8;2011-12-07;;*
840.077/2003;840.448/2013;9;2013-10-14;;*
840.077/2012;840.128/2017;9;2017-05-26;;*
840.077/2012;840.813/2012;9;2012-11-20;;*
840.077/2017;840.022/2020;9;2020-03-24;;*
840.077/2017;840.023/2020;9;2020-03-25;;*
840.078/2005;301.046/2009;8;2009-08-25;;*
840.081/2007;840.356/2011;8;2011-05-24;;*
840.081/2011;840.177/2012;8;2012-03-20;;*
840.081/2013;840.375/2016;8;2016-12-13;;*
840.081/2017;840.384/2024;8;2024-12-04;;*
840.081/2022;840.230/2025;9;2025-08-18;;*
840.082/2011;840.348/2013;9;2013-07-22;;*
840.083/2005;301.047/2009;8;2009-08-25;;*
840.084/2011;841.012/2011;9;2011-10-20;;*
840.084/2017;300.902/2025;8;2025-10-13;;*
840.086/2007;840.900/2011;8;2011-09-05;;*
840.086/2008;840.648/2012;8;2012-07-19;;*
840.086/2008;840.784/2012;8;2012-10-24;;*
840.086/2010;840.042/2016;8;2016-02-17;;*
840.086/2012;840.053/2014;8;2014-03-07;;*
840.086/2014;300.068/2021;8;2021-02-03;;*
840.087/2005;302.820/2015;8;2015-10-13;;*
840.087/2007;840.901/2011;8;2011-09-05;;*
840.087/2008;840.093/2016;8;2016-03-16;;*
840.088/2007;840.907/2011;8;2011-09-06;;*
840.088/2008;301.298/2009;8;2009-11-17;;*
840.088/2015;840.204/2016;2;2016-07-18;;*
840.088/2016;840.082/2021;8;2021-05-28;;*
840.089/2007;840.972/2011;8;2011-09-26;;*
840.090/2011;840.101/2021;8;2021-06-14;;*
840.091/2014;840.244/2014;2;2014-09-25;;*
840.092/2002;840.177/2011;9;2011-03-28;;*
840.092/2007;840.343/2011;8;2011-05-19;;*
840.092/2016;300.171/2020;8;2020-02-17;;*
840.093/2007;840.339/2011;8;2011-05-19;;*
840.093/2016;301.205/2022;8;2022-10-18;;*
840.093/2016;301.206/2022;8;2022-10-18;;*
840.093/2021;840.235/2023;9;2023-08-07;;*
840.094/2007;840.340/2011;8;2011-05-19;;*
840.095/2007;840.971/2011;8;2011-09-26;;*
840.096/2007;840.341/2011;8;2011-05-19;;*
840.096/2009;300.524/2012;8;2012-05-22;;*
840.096/2019;840.152/2020;9;2020-10-15;;*
840.097/1986;848.021/2009;8;2009-02-04;;*
840.097/2007;840.338/2011;8;2011-05-19;;*
840.097/2009;840.155/2012;8;2012-03-09;;*
840.098/1983;848.402/2012;7;2012-10-26;;*
840.098/1983;848.403/2012;7;2012-10-26;;*
840.098/2007;840.344/2011;8;2011-05-19;;*
840.098/2008;840.113/2021;8;2021-06-17;;*
840.098/2021;840.258/2022;9;2022-12-16;;*
840.099/2018;840.103/2019;9;2019-09-03;;*
840.100/1992;848.185/2009;8;2009-08-31;;*
840.100/2007;840.337/2011;8;2011-05-19;;*
840.100/2009;840.230/2010;2;2010-05-25;;*
840.100/2018;840.102/2019;9;2019-09-03;;*
840.102/2008;301.106/2013;8;2013-11-26;;*
840.102/2008;301.107/2013;8;2013-11-26;;*
840.102/2013;840.112/2021;8;2021-06-17;;*
840.102/2020;840.010/2021;9;2021-01-27;;*
840.103/2017;300.936/2021;8;2021-09-20;;*
840.104/2008;840.233/2012;8;2012-04-11;;*
840.104/2017;840.360/2018;9;2018-12-28;;*
840.107/2008;300.663/2012;8;2012-07-02;;*
840.107/2018;840.399/2024;8;2024-12-05;;*
840.112/2003;300.007/2010;8;2010-01-07;;*
840.112/2006;300.382/2010;8;2010-04-14;;*
840.112/2006;300.454/2011;8;2011-05-13;;*
840.112/2006;840.125/2021;8;2021-06-20;;*
840.113/2005;301.048/2009;8;2009-04-23;;*
840.113/2009;840.266/2009;9;2009-09-29;;*
840.113/2015;840.117/2016;2;2016-04-22;;*
840.114/1990;846.314/2025;9;2025-11-12;;*
840.114/2009;840.273/2009;9;2009-10-01;;*
840.114/2025;840.219/2025;9;2025-07-21;;*
840.115/2009;840.263/2009;9;2009-09-29;;*
840.115/2010;840.894/2011;8;2011-09-01;;*
840.116/2009;840.264/2009;9;2009-09-29;;*
840.116/2015;840.061/2016;9;2016-02-22;;*
840.117/2009;840.265/2009;9;2009-09-29;;*
840.117/2015;840.230/2017;9;2017-08-15;;*
840.117/2023;840.233/2023;2;2023-08-02;;*
840.118/2005;300.228/2014;8;2014-04-08;;*
840.118/2012;840.079/2016;8;2016-03-03;;*
840.118/2015;840.185/2015;9;2015-08-14;;*
840.119/2016;840.139/2018;2;2018-03-26;;*
840.119/2017;840.350/2024;8;2024-11-18;;*
840.120/2006;840.397/2010;9;2010-08-05;;*
840.120/2020;840.013/2021;9;2021-02-02;;*
840.121/2005;840.275/2016;9;2016-09-08;;*
840.121/2013;840.309/2016;8;2016-10-05;;*
840.121/2019;840.385/2024;8;2024-12-04;;*
840.122/2001;840.144/2024;9;2024-05-09;;*
840.122/2012;840.084/2017;9;2017-04-19;;*
840.122/2022;840.222/2024;9;2024-08-02;;*
840.122/2022;840.236/2023;9;2023-08-07;;*
840.123/2005;301.049/2009;8;2009-04-23;;*
840.123/2005;301.050/2009;8;2009-04-23;;*
840.125/2005;840.096/2009;8;2009-04-30;;*
840.126/2020;300.316/2023;8;2023-03-31;;*
840.126/2023;840.327/2023;9;2023-10-25;;*
840.128/2009;840.182/2010;2;2010-04-12;;*
840.128/2012;303.010/2015;8;2015-12-03;;*
840.129/2015;840.190/2022;8;2022-10-18;;*
840.130/2017;840.375/2024;8;2024-11-28;;*
840.131/2002;840.155/2009;9;2009-06-19;;*
840.131/2007;840.395/2011;8;2011-06-14;;*
840.131/2008;840.231/2012;8;2012-04-10;;*
840.132/2007;840.357/2011;8;2011-05-24;;*
840.132/2008;840.232/2012;8;2012-04-10;;*
840.132/2017;840.491/2017;9;2017-10-19;;*
840.133/1996;840.225/2018;2;2018-08-02;;*
840.133/2007;840.358/2011;8;2011-05-24;;*
840.133/2009;840.268/2009;9;2009-09-29;;*
840.133/2014;840.340/2024;8;2024-11-13;;*
840.216/2014;840.276/2015;9;2015-11-03;;*
840.216/2015;840.017/2016;9;2016-01-22;;*
840.217/2009;840.216/2016;8;2016-07-25;;*
840.217/2011;840.227/2015;8;2015-09-14;;*
840.218/2013;300.537/2017;8;2017-05-29;;*
840.219/2022;300.536/2025;8;2025-07-08;;*
840.220/2014;300.501/2017;8;2017-05-23;;*
840.220/2014;300.502/2017;8;2017-05-23;;*
840.221/2016;300.398/2025;8;2025-06-02;;*
840.223/2012;300.416/2021;8;2021-04-22;;*
840.224/2012;840.186/2022;8;2022-10-17;;*
840.226/2012;840.191/2022;8;2022-10-18;;*
840.227/2008;840.891/2011;8;2011-09-01;;*
840.229/2014;840.396/2024;8;2024-12-05;;*
840.229/2016;840.353/2021;8;2021-12-13;;*
840.230/2010;840.876/2011;9;2011-08-26;;*
840.230/2012;300.628/2014;8;2014-09-11;;*
840.230/2014;840.397/2024;8;2024-12-05;;*
840.230/2017;840.243/2021;8;2021-08-31;;*
840.230/2022;300.297/2025;8;2025-04-30;;*
840.232/2012;840.075/2016;8;2016-03-03;;*
840.232/2013;300.006/2018;8;2018-01-08;;*
840.233/2014;840.252/2021;8;2021-08-31;;*
840.234/2011;840.927/2011;9;2011-09-14;;*
840.234/2013;840.285/2024;8;2024-11-01;;*
840.234/2014;840.284/2014;9;2014-11-04;;*
840.235/2011;840.926/2011;9;2011-09-14;;*
840.235/2014;840.287/2014;9;2014-11-05;;*
840.235/2017;840.405/2024;8;2024-12-06;;*
840.237/2011;300.763/2019;8;2019-09-05;;*
840.238/2006;840.029/2009;9;2009-02-17;;*
840.238/2011;300.764/2019;8;2019-09-05;;*
840.238/2012;840.185/2022;8;2022-10-15;;*
840.239/1980;300.547/2010;8;2010-06-02;;*
