DSProcesso;IDCondicaoPropriedadeSolo
846.180/2005;3
846.180/2006;3
846.180/2007;3
846.180/2008;3
846.180/2009;3
846.180/2010;3
846.180/2011;3
846.180/2012;3
846.180/2013;3
846.180/2014;3
846.180/2015;3
846.180/2016;3
846.180/2017;3
846.180/2018;3
846.180/2019;50
846.180/2020;3
846.180/2022;3
846.180/2023;3
846.180/2024;3
846.181/1999;6
846.181/2000;5
846.181/2001;3
846.181/2002;3
846.181/2003;3
846.181/2004;3
846.181/2005;3
846.181/2006;3
846.181/2007;3
846.181/2008;3
846.181/2009;3
846.181/2010;3
846.181/2011;3
846.181/2012;3
846.181/2013;3
846.181/2014;3
846.181/2015;3
846.181/2016;6
846.181/2017;3
846.181/2018;3
846.181/2019;3
846.181/2020;3
846.181/2022;3
846.181/2023;3
846.181/2024;50
846.182/2000;5
846.182/2001;3
846.182/2002;3
846.182/2003;3
846.182/2004;3
846.182/2005;3
846.182/2006;3
846.182/2007;3
846.182/2008;3
846.182/2009;3
846.182/2010;5
846.182/2011;3
846.182/2012;3
846.182/2013;3
846.182/2014;3
846.182/2015;3
846.182/2016;3
846.182/2017;3
846.182/2018;3
846.182/2019;3
846.182/2020;3
846.182/2022;3
846.182/2023;3
846.182/2024;3
846.183/2000;3
846.183/2001;3
846.183/2002;3
846.183/2003;3
846.183/2005;3
846.183/2006;3
846.183/2007;3
846.183/2008;3
846.183/2009;3
846.183/2010;3
846.183/2011;3
846.183/2012;3
846.183/2013;3
846.183/2014;3
846.183/2015;3
846.183/2016;5
846.183/2017;3
846.183/2018;5
846.183/2019;5
846.183/2020;3
846.183/2022;3
846.183/2023;3
846.183/2024;3
846.184/2000;3
846.184/2002;3
846.184/2003;3
846.184/2004;3
846.184/2005;3
846.184/2006;3
846.184/2007;3
846.184/2008;3
846.184/2009;3
846.184/2010;3
846.184/2011;3
846.184/2012;3
846.184/2013;50
846.184/2014;3
846.184/2015;3
846.184/2016;3
846.184/2017;3
846.184/2018;3
846.184/2019;3
846.184/2020;3
846.184/2022;3
846.184/2023;3
846.184/2024;3
846.185/2000;6
846.185/2002;3
846.185/2003;3
846.185/2004;3
846.185/2005;3
846.185/2006;3
846.185/2007;3
846.185/2008;3
846.185/2009;3
846.185/2010;3
846.185/2011;3
846.185/2012;50
846.185/2013;3
846.185/2014;3
846.185/2015;3
846.185/2016;3
846.185/2017;3
846.185/2018;5
846.185/2019;5
846.185/2020;3
846.185/2022;3
846.185/2023;3
846.185/2024;3
846.186/2000;3
846.186/2002;3
846.186/2003;3
846.186/2004;3
846.186/2005;3
846.186/2006;5
846.186/2007;3
846.186/2008;3
846.186/2009;5
846.186/2010;3
846.186/2011;3
846.186/2012;3
846.186/2013;3
846.186/2014;3
846.186/2015;4
846.186/2016;3
846.186/2017;3
846.186/2018;3
846.186/2019;3
846.186/2020;3
846.186/2022;3
846.186/2023;3
846.186/2024;3
846.187/2000;3
846.187/2002;3
846.187/2003;3
846.187/2004;3
846.187/2005;3
846.187/2006;6
846.187/2007;3
846.187/2008;3
846.187/2009;3
846.187/2010;3
846.187/2011;3
846.187/2012;3
846.187/2013;3
846.187/2014;3
846.187/2015;3
846.187/2016;3
846.187/2017;3
846.187/2018;3
846.187/2019;3
846.187/2020;5
846.187/2022;3
846.187/2023;3
846.187/2024;3
846.188/2000;3
846.188/2002;3
846.188/2003;3
846.188/2004;3
846.188/2005;3
846.188/2006;5
846.188/2007;3
846.188/2008;1
846.188/2009;3
846.188/2010;3
846.188/2011;3
846.188/2012;3
846.188/2013;3
846.188/2014;3
846.188/2015;3
846.188/2016;3
846.188/2017;3
846.188/2018;3
846.188/2019;3
846.188/2020;3
846.188/2022;3
846.188/2023;3
846.188/2024;3
846.189/2000;3
846.189/2002;3
846.189/2003;3
846.189/2004;3
846.189/2005;3
846.189/2006;3
846.189/2007;3
846.189/2008;3
846.189/2009;3
846.189/2010;3
846.189/2011;3
846.189/2012;3
846.189/2013;3
846.189/2014;3
846.189/2015;3
846.189/2016;3
846.189/2017;3
846.189/2018;3
846.189/2019;3
846.189/2020;3
846.189/2022;3
846.189/2023;50
846.189/2024;3
846.190/2000;3
846.190/2002;3
846.190/2003;3
846.190/2004;6
846.190/2005;3
846.190/2006;3
846.190/2007;3
846.190/2008;3
846.190/2009;3
846.190/2010;3
846.190/2011;3
846.190/2012;3
846.190/2013;3
846.190/2014;3
846.190/2015;3
846.190/2016;3
846.190/2017;3
846.190/2018;3
846.190/2019;3
846.190/2020;3
846.190/2022;3
846.190/2023;3
846.190/2023;5
846.190/2024;3
846.191/2000;5
846.191/2002;3
846.191/2003;3
846.191/2004;3
846.191/2005;5
846.191/2006;3
846.191/2007;3
846.191/2008;3
846.191/2009;3
846.191/2010;3
846.191/2011;3
846.191/2012;3
846.191/2013;3
846.191/2014;3
846.191/2015;3
846.191/2016;3
846.191/2018;3
846.191/2019;6
846.191/2020;3
846.191/2021;3
846.191/2022;3
846.191/2023;3
846.191/2024;3
846.192/2000;3
846.192/2002;3
846.192/2003;3
846.192/2004;3
846.192/2005;3
846.192/2006;3
846.192/2007;3
846.192/2008;3
846.192/2009;3
846.192/2010;3
846.192/2011;3
846.192/2012;3
846.192/2013;50
846.192/2014;3
846.192/2015;3
846.192/2016;3
846.192/2017;3
846.192/2018;3
846.192/2019;3
846.192/2020;50
846.192/2021;3
846.192/2022;3
846.192/2023;3
846.192/2024;3
846.192/2025;50
846.193/2000;5
846.193/2002;3
846.193/2003;3
846.193/2004;3
846.193/2005;3
846.193/2006;3
846.193/2007;3
846.193/2008;3
846.193/2009;3
846.193/2010;3
846.193/2011;3
846.193/2012;3
846.193/2013;6
846.193/2014;3
846.193/2015;1
846.193/2016;3
846.193/2018;3
846.193/2019;3
846.193/2021;5
846.193/2022;3
846.193/2023;3
846.193/2024;3
846.194/2000;3
846.194/2002;3
846.194/2003;6
846.194/2004;50
846.194/2005;3
846.194/2006;3
846.194/2007;3
846.194/2008;3
846.194/2009;3
846.194/2010;3
846.194/2011;3
846.194/2012;3
846.194/2013;3
846.194/2014;3
846.194/2015;1
846.194/2016;3
846.194/2017;3
846.194/2018;3
846.194/2021;3
846.194/2022;3
846.194/2023;3
846.194/2024;3
846.195/2000;5
846.195/2002;3
846.195/2003;6
846.195/2004;6
846.195/2005;4
846.195/2006;5
846.195/2007;3
846.195/2008;3
846.195/2009;3
846.195/2010;3
846.195/2011;3
846.195/2012;3
846.195/2013;3
846.195/2014;3
846.195/2015;3
846.195/2016;3
846.195/2017;3
846.195/2018;3
846.195/2019;3
846.195/2021;3
846.195/2022;1
846.195/2023;3
846.195/2024;3
846.195/2025;3
846.196/2000;3
846.196/2002;3
846.196/2003;3
846.196/2004;3
846.196/2005;3
846.196/2006;3
846.196/2007;3
846.196/2008;5
846.196/2009;3
846.196/2010;3
846.196/2011;3
846.196/2012;3
846.196/2013;50
846.196/2014;3
846.196/2015;3
846.196/2016;5
846.196/2017;3
846.196/2018;3
846.196/2019;3
846.196/2021;3
846.196/2022;3
846.196/2022;50
846.196/2023;3
846.196/2024;3
846.196/2025;3
846.197/2000;3
846.209/2021;3
846.209/2023;3
846.209/2024;5
846.209/2025;3
846.210/2000;3
846.210/2002;3
846.210/2003;3
846.210/2004;3
846.210/2005;3
846.210/2006;3
846.210/2007;3
846.210/2008;3
846.210/2009;50
846.210/2010;3
846.210/2011;50
846.210/2012;3
846.210/2013;3
846.210/2014;3
846.210/2015;3
846.210/2016;3
846.210/2017;3
846.210/2018;3
846.210/2018;50
846.210/2019;3
846.210/2021;50
846.210/2023;3
846.210/2024;3
846.211/2000;3
846.211/2002;3
846.211/2003;3
846.211/2004;3
846.211/2005;50
846.211/2006;3
846.211/2007;5
846.211/2008;3
846.211/2009;5
846.211/2010;3
846.211/2011;3
846.211/2012;3
846.211/2013;50
846.211/2014;3
846.211/2015;3
846.211/2016;3
846.211/2017;3
846.211/2018;3
846.211/2019;3
846.211/2020;3
846.211/2022;50
846.211/2023;3
846.211/2024;3
846.212/2000;3
846.212/2002;3
846.212/2003;3
846.212/2004;3
846.212/2005;3
846.212/2006;3
846.212/2007;3
846.212/2008;3
846.212/2009;50
846.212/2010;3
846.212/2011;1
846.212/2012;3
846.212/2013;3
846.212/2014;3
846.212/2015;3
846.212/2016;3
846.212/2017;3
846.212/2018;5
846.212/2019;3
846.212/2019;50
846.212/2020;3
846.212/2021;3
846.212/2022;3
846.212/2023;3
846.212/2024;3
846.213/2000;3
846.213/2002;3
846.213/2003;3
846.213/2004;3
846.213/2005;3
846.213/2006;3
846.213/2007;3
846.213/2008;3
846.213/2009;3
846.213/2010;3
846.213/2011;3
846.213/2012;3
846.213/2013;5
846.213/2014;3
846.213/2015;3
846.213/2016;50
846.213/2018;3
846.213/2019;3
846.213/2020;3
846.213/2021;3
846.213/2022;3
846.213/2023;3
846.213/2024;3
846.213/2025;3
846.214/2000;3
846.214/2002;3
846.214/2003;3
846.214/2004;3
846.214/2005;3
846.214/2006;3
846.214/2007;3
846.214/2008;3
846.214/2009;3
846.214/2010;3
846.214/2011;5
846.214/2012;50
846.214/2013;3
846.214/2014;5
846.214/2015;3
846.214/2016;3
846.214/2017;3
846.214/2018;3
846.214/2019;3
846.214/2020;3
846.214/2021;3
846.214/2022;3
846.214/2023;3
846.214/2024;3
846.214/2025;3
846.215/2000;3
846.215/2002;3
846.215/2003;3
846.215/2004;3
846.215/2005;6
846.215/2006;3
846.215/2007;3
846.215/2008;3
846.215/2009;3
846.215/2010;3
846.215/2011;3
846.215/2012;3
846.215/2013;3
846.215/2014;3
846.215/2015;3
846.215/2015;50
846.215/2016;3
846.215/2017;6
846.215/2018;3
846.215/2019;3
846.215/2020;3
846.215/2021;3
846.215/2022;3
846.215/2023;3
846.215/2024;5
846.215/2025;3
846.216/2000;3
846.216/2002;3
846.216/2003;3
846.216/2004;3
846.216/2005;3
846.216/2006;3
846.216/2007;3
846.216/2008;3
846.216/2009;3
846.216/2010;3
846.216/2011;3
846.216/2012;3
846.216/2013;3
846.216/2014;3
846.216/2015;50
846.216/2016;3
846.216/2017;50
846.216/2018;1
846.216/2019;3
846.216/2020;3
846.216/2021;3
846.216/2022;3
846.216/2023;3
846.216/2024;3
846.216/2025;3
846.217/2002;3
846.217/2003;5
846.217/2004;3
846.217/2005;3
846.217/2006;3
846.217/2007;3
846.217/2008;3
846.217/2009;3
846.217/2010;3
846.217/2011;3
846.217/2012;3
846.217/2013;3
846.217/2014;3
846.217/2015;3
846.217/2015;5
846.217/2016;3
846.217/2017;3
846.217/2018;3
846.217/2019;3
846.217/2020;3
846.217/2021;3
846.217/2022;3
846.217/2023;3
846.217/2024;3
846.217/2025;3
846.217/2025;5
846.218/2000;3
846.218/2002;3
846.218/2003;3
846.218/2004;3
846.218/2005;3
846.218/2006;3
846.218/2007;3
846.218/2008;3
846.218/2009;3
846.218/2010;3
846.218/2011;3
846.218/2012;3
846.218/2013;5
846.218/2014;5
846.218/2015;3
846.218/2015;5
846.218/2016;3
846.218/2017;3
846.218/2018;3
846.218/2019;50
846.218/2020;3
846.218/2021;3
846.218/2022;3
846.218/2023;3
846.218/2024;3
846.218/2025;3
846.219/2002;3
846.219/2003;3
846.219/2004;3
846.219/2005;3
846.219/2006;3
846.219/2007;3
846.219/2008;3
846.219/2009;3
846.219/2010;3
846.219/2011;3
846.219/2012;3
846.219/2013;3
846.219/2014;6
846.219/2015;50
846.219/2016;3
846.219/2017;50
846.219/2019;3
846.219/2020;3
846.219/2021;3
846.219/2022;3
846.219/2023;3
846.219/2024;3
846.219/2025;3
846.220/2002;3
846.220/2003;6
846.220/2004;3
846.220/2005;50
846.220/2006;3
846.220/2007;3
846.220/2008;3
846.220/2009;3
846.220/2010;3
846.220/2011;3
846.220/2012;3
846.220/2013;3
846.220/2014;3
846.220/2015;50
846.220/2016;6
846.220/2017;3
846.220/2019;3
846.220/2020;3
846.220/2021;3
846.220/2022;3
846.220/2022;50
846.220/2023;3
846.220/2024;3
846.220/2025;3
846.221/2002;3
846.221/2003;3
846.221/2004;3
846.221/2005;3
846.221/2006;3
846.221/2007;3
846.221/2008;3
846.221/2009;3
846.221/2010;3
846.221/2011;3
846.221/2012;3
846.221/2013;3
846.221/2014;3
846.221/2015;50
846.221/2016;5
846.221/2017;3
846.221/2020;3
846.234/2021;3
846.234/2022;3
846.234/2023;3
846.234/2024;5
846.234/2025;3
846.235/1999;3
846.235/2002;3
846.235/2003;5
846.235/2004;3
846.235/2005;3
846.235/2006;3
846.235/2007;3
846.235/2009;3
846.235/2010;3
846.235/2011;3
846.235/2012;3
846.235/2013;3
846.235/2014;3
846.235/2015;3
846.235/2016;3
846.235/2017;3
846.235/2020;50
846.235/2021;3
846.235/2022;3
846.235/2023;3
846.235/2025;50
846.236/1999;3
846.236/2002;6
846.236/2003;5
846.236/2004;5
846.236/2005;3
846.236/2006;5
846.236/2007;3
846.236/2008;3
846.236/2009;3
846.236/2010;3
846.236/2011;3
846.236/2012;3
846.236/2013;3
846.236/2014;50
846.236/2015;3
846.236/2016;3
846.236/2017;3
846.236/2020;3
846.236/2021;3
846.236/2022;3
846.236/2023;3
846.236/2024;3
846.236/2025;3
846.237/1999;3
846.237/2002;6
846.237/2003;6
846.237/2004;5
846.237/2005;3
846.237/2006;3
846.237/2007;3
846.237/2008;3
846.237/2009;3
846.237/2010;3
846.237/2011;3
846.237/2012;5
846.237/2013;3
846.237/2014;3
846.237/2015;3
846.237/2016;3
846.237/2017;3
846.237/2020;3
846.237/2020;5
846.237/2020;6
846.237/2021;3
846.237/2022;3
846.237/2023;3
846.237/2024;3
846.237/2025;3
846.238/1999;3
846.238/2002;3
846.238/2003;5
846.238/2004;3
846.238/2005;3
846.238/2006;3
846.238/2007;3
846.238/2008;3
846.238/2009;3
846.238/2010;3
846.238/2011;3
846.238/2012;3
846.238/2013;3
846.238/2014;3
846.238/2015;3
846.238/2016;3
846.238/2017;3
846.238/2020;3
846.238/2021;3
846.238/2022;3
846.238/2023;3
846.238/2024;3
846.238/2025;3
846.239/1999;6
846.239/2002;3
846.239/2003;3
846.239/2004;3
846.239/2005;3
846.239/2006;5
846.239/2007;3
846.239/2008;3
846.239/2009;3
846.239/2010;3
846.239/2011;3
846.239/2012;50
846.239/2013;5
846.239/2014;3
846.239/2015;3
846.239/2016;3
846.239/2017;3
846.239/2020;50
846.239/2021;3
846.239/2022;3
846.239/2023;3
846.239/2024;3
846.239/2025;3
846.240/1999;3
846.240/2002;3
846.240/2003;3
846.240/2004;6
846.240/2005;50
846.240/2006;3
846.240/2007;3
846.240/2008;3
846.240/2009;3
846.240/2010;3
846.240/2011;3
846.240/2012;3
846.240/2013;3
846.240/2014;3
846.240/2015;50
846.240/2016;50
846.240/2017;3
846.240/2020;50
846.240/2021;3
846.240/2022;3
846.240/2023;3
846.240/2024;3
846.240/2025;3
846.241/1999;50
846.241/2002;3
846.241/2003;3
846.241/2004;3
846.241/2005;3
846.241/2006;3
846.241/2007;3
846.241/2008;3
846.241/2009;50
846.241/2010;3
846.241/2011;3
846.241/2012;3
846.241/2013;3
846.241/2014;3
846.241/2015;50
846.241/2016;3
846.241/2020;50
846.241/2021;50
846.241/2022;3
846.241/2023;3
846.241/2024;50
846.241/2025;3
846.242/1999;5
846.242/2002;3
846.242/2003;3
846.242/2004;3
846.242/2005;3
846.242/2006;3
846.242/2007;50
846.242/2008;3
846.242/2009;3
846.242/2010;3
846.242/2011;3
846.242/2012;3
846.242/2013;3
846.242/2014;3
846.242/2015;3
846.242/2016;6
846.242/2020;50
846.242/2021;3
846.242/2023;3
846.242/2024;3
846.242/2025;3
846.243/1999;5
846.243/2002;3
846.243/2003;6
846.243/2004;3
846.243/2005;3
846.243/2006;3
846.243/2007;50
846.243/2008;3
846.243/2009;3
846.243/2010;3
846.243/2011;3
846.243/2012;3
846.243/2013;50
846.243/2014;5
846.243/2015;3
846.243/2016;3
846.243/2020;3
846.243/2021;50
846.243/2023;3
846.243/2024;3
846.243/2025;3
846.244/1999;5
846.244/2002;3
846.244/2003;3
846.244/2004;3
846.244/2005;3
846.244/2006;3
846.244/2007;3
846.244/2008;3
846.244/2009;3
846.244/2010;3
846.244/2011;3
846.244/2012;3
846.244/2013;50
846.244/2014;3
846.244/2015;3
846.244/2016;3
846.244/2020;3
846.244/2021;3
846.244/2023;3
846.244/2024;3
846.244/2025;3
846.245/1999;5
846.245/2002;6
846.245/2003;3
846.245/2004;3
846.245/2005;3
846.245/2006;3
846.245/2007;3
846.245/2008;3
846.245/2009;3
846.245/2010;3
846.245/2011;3
846.245/2012;3
846.245/2013;3
846.245/2014;3
846.245/2015;3
846.245/2016;6
846.245/2020;3
846.245/2021;3
846.245/2023;3
846.245/2024;3
846.245/2025;50
846.246/1999;5
846.246/2002;6
846.246/2003;3
846.246/2004;3
846.246/2005;3
846.246/2006;6
846.246/2007;3
846.246/2008;3
846.246/2009;3
846.246/2010;3
846.246/2011;3
846.246/2012;3
846.246/2013;3
846.246/2014;3
846.246/2015;3
846.246/2016;3
846.246/2020;5
846.246/2021;3
846.246/2023;3
846.246/2024;5
846.246/2025;3
846.247/1999;3
846.247/2002;3
846.247/2003;3
846.247/2004;3
846.247/2005;5
846.247/2006;3
846.247/2007;3
846.247/2008;3
846.247/2009;3
846.247/2010;3
846.247/2011;3
846.247/2012;3
846.247/2013;3
846.247/2014;3
846.247/2015;50
846.247/2016;5
846.247/2020;3
846.247/2021;3
846.247/2023;3
846.247/2025;3
846.248/1999;3
846.263/2012;3
846.263/2013;3
846.263/2014;3
846.263/2015;3
846.263/2016;50
846.263/2020;3
846.263/2021;3
846.263/2023;3
846.263/2025;3
846.264/1999;3
846.264/2002;3
846.264/2003;3
846.264/2004;3
846.264/2005;5
846.264/2006;3
846.264/2007;3
846.264/2008;3
846.264/2009;3
846.264/2010;5
846.264/2011;3
846.264/2012;50
846.264/2013;3
846.264/2014;3
846.264/2015;3
846.264/2016;50
846.264/2020;3
846.264/2021;3
846.264/2023;3
846.264/2025;3
846.265/1999;3
846.265/2002;3
846.265/2003;3
846.265/2004;3
846.265/2005;3
846.265/2006;3
846.265/2007;3
846.265/2008;3
846.265/2009;3
846.265/2010;3
846.265/2011;3
846.265/2012;5
846.265/2013;3
846.265/2014;3
846.265/2015;3
846.265/2016;3
846.265/2021;3
846.265/2023;3
846.265/2025;3
846.266/1999;3
846.266/2002;3
846.266/2003;3
846.266/2004;3
846.266/2005;3
846.266/2006;1
846.266/2007;3
846.266/2008;3
846.266/2009;3
846.266/2010;3
846.266/2011;3
846.266/2012;5
846.266/2013;3
846.266/2014;3
846.266/2015;5
846.266/2016;3
846.266/2021;3
846.266/2023;3
846.266/2025;5
846.267/1999;3
846.267/2002;3
846.267/2003;3
846.267/2004;3
846.267/2005;3
846.267/2006;3
846.267/2007;3
846.267/2008;3
846.267/2009;3
846.267/2010;50
846.267/2011;3
846.267/2012;3
846.267/2013;3
846.267/2014;3
846.267/2015;6
846.267/2016;3
846.267/2021;3
846.267/2021;50
846.267/2023;3
846.267/2025;3
846.268/1999;3
846.268/2002;3
846.268/2003;3
846.268/2004;3
846.268/2005;3
846.268/2006;3
846.268/2007;3
846.268/2008;3
846.268/2009;3
846.268/2010;3
846.268/2011;3
846.268/2012;3
846.268/2013;3
846.268/2014;50
846.268/2015;3
846.268/2016;50
846.268/2021;3
846.268/2023;3
846.268/2025;3
846.269/1999;3
846.269/2002;3
846.269/2003;3
846.269/2004;3
846.269/2005;3
846.269/2006;5
846.269/2007;3
846.269/2008;3
846.269/2009;3
846.269/2010;3
846.269/2011;3
846.269/2012;3
846.269/2013;5
846.269/2014;3
846.269/2015;6
846.269/2016;3
846.269/2021;3
846.269/2025;3
846.270/1999;3
846.270/2002;3
846.270/2003;3
846.270/2004;3
846.270/2005;3
846.270/2006;6
846.270/2007;3
846.270/2008;3
846.270/2009;3
846.270/2010;3
846.270/2011;3
846.270/2012;3
846.270/2013;50
846.270/2014;3
846.270/2015;3
846.270/2016;3
846.270/2021;3
846.270/2023;3
846.270/2025;3
846.271/1999;3
846.271/2002;3
846.271/2003;3
846.271/2004;5
846.271/2005;3
846.271/2006;3
846.271/2007;3
846.271/2008;3
846.271/2009;3
846.271/2010;5
846.271/2011;3
846.271/2012;3
846.271/2013;3
846.271/2014;5
846.271/2015;3
846.271/2016;3
846.271/2023;3
846.271/2025;3
846.272/1999;3
846.272/2002;3
846.272/2003;5
846.272/2004;3
846.272/2005;3
846.272/2006;3
846.272/2007;3
846.272/2008;3
846.272/2009;3
846.272/2010;5
846.272/2011;3
846.272/2012;5
846.272/2013;5
846.272/2014;3
846.272/2015;3
846.272/2016;3
846.272/2020;3
846.272/2021;3
846.272/2023;3
846.272/2024;3
846.272/2025;3
846.273/1999;3
846.273/2002;3
846.273/2003;3
846.273/2004;3
846.273/2005;3
846.273/2006;3
846.273/2007;3
846.273/2008;3
846.273/2009;3
846.273/2010;3
846.273/2011;3
846.273/2012;3
846.273/2013;3
846.273/2014;3
846.273/2015;3
846.273/2016;3
846.273/2021;3
846.273/2023;3
846.273/2024;3
846.273/2025;3
846.274/1999;3
846.274/2002;3
846.274/2003;5
846.274/2004;3
846.274/2005;3
846.274/2006;3
846.274/2007;3
846.274/2008;3
846.274/2009;3
846.274/2010;3
846.274/2011;3
846.274/2012;3
846.274/2013;3
846.274/2014;3
846.274/2015;5
846.274/2016;3
846.274/2021;3
846.274/2023;3
846.274/2024;3
846.274/2025;3
846.275/1999;3
846.275/2002;3
846.275/2003;3
846.275/2004;3
846.275/2005;3
846.275/2006;3
846.275/2007;3
846.275/2008;3
846.275/2009;3
846.275/2010;3
846.275/2011;3
846.275/2012;5
846.275/2013;50
846.275/2014;3
846.275/2015;3
846.275/2016;3
846.275/2021;3
846.275/2023;3
846.275/2024;3
846.275/2025;3
846.276/1999;3
846.276/2002;3
846.276/2003;5
846.276/2004;4
846.276/2005;3
846.276/2006;3
846.276/2007;3
846.276/2008;3
846.276/2009;3
846.276/2010;3
846.276/2011;3
846.276/2012;3
846.276/2013;3
846.276/2014;3
846.276/2015;5
846.276/2016;3
846.276/2021;3
846.276/2023;3
846.276/2024;3
846.276/2025;5
846.277/1999;3
846.277/2002;3
846.277/2003;3
846.277/2004;3
846.277/2005;3
846.277/2006;3
846.277/2007;3
846.277/2008;3
846.277/2009;3
846.277/2010;3
846.277/2011;3
846.277/2012;3
846.277/2013;3
